Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
DBDK,39.54857145454545,-119.77260295454543,Easter Seals thrift,39.546822,-119.77386,Thrift / Vintage Store
DBDK,39.54857145454545,-119.77260295454543,Top Of China Buffet,39.546495,-119.770648,Chinese Restaurant
DBDK,39.54857145454545,-119.77260295454543,Jimboy's Tacos - Sullivan Ln - Sparks,39.544769,-119.771158,New American Restaurant
DBDK,39.54857145454545,-119.77260295454543,Cavalry Thrift Store,39.54620207961042,-119.77739978125206,Thrift / Vintage Store
DBEN,39.5428,-119.766235,Boulevard Pizza,39.542832007563966,-119.7643359551585,Bar
DBEN,39.5428,-119.766235,Yim's Asian Market,39.543627,-119.762834,Food & Drink Shop
DBEN,39.5428,-119.766235,The Book Gallery,39.543661,-119.764496,Bookstore
DBEN,39.5428,-119.766235,Port of Subs(North Rock),39.543661,-119.764496,Sandwich Place
DBEN,39.5428,-119.766235,Nugget Best in the West Rib Cook-Off,39.542522999999996,-119.763451,BBQ Joint
DBEN,39.5428,-119.766235,Deer Park,39.53930670379664,-119.76800262523571,Park
DBFE,39.55370713084112,-119.77580396261686,Nv Nails,39.55557483543361,-119.78109740530451,Spa
DBGC,39.5518182631579,-119.7734051052632,Macho Tequila's,39.547642,-119.771939,Mexican Restaurant
DBGC,39.5518182631579,-119.7734051052632,7-Eleven,39.547873141103395,-119.7755616903305,Convenience Store
DBGC,39.5518182631579,-119.7734051052632,HK Market,39.547642,-119.771939,Grocery Store
DBHQ,39.547387409638546,-119.77437586746986,Sparks Coffee Shop,39.5458111742583,-119.77575536930998,Breakfast Spot
DBHQ,39.547387409638546,-119.77437586746986,Hana Garden,39.547479899107365,-119.77168915339978,Korean Restaurant
DBHQ,39.547387409638546,-119.77437586746986,Macho Tequila's,39.547642,-119.771939,Mexican Restaurant
DBHQ,39.547387409638546,-119.77437586746986,Savers,39.54642472839245,-119.77800586572829,Thrift / Vintage Store
DBHQ,39.547387409638546,-119.77437586746986,CVS pharmacy,39.54608902035279,-119.77675567757571,Pharmacy
DBHQ,39.547387409638546,-119.77437586746986,U.S. Bank ATM,39.54511,-119.774278,ATM
DBHQ,39.547387409638546,-119.77437586746986,Grocery Outlet,39.54639202327608,-119.77083715629604,Grocery Store
DBHQ,39.547387409638546,-119.77437586746986,Pizza Plus,39.544994057460144,-119.77426921392704,Pizza Place
DBHQ,39.547387409638546,-119.77437586746986,7-Eleven,39.547873141103395,-119.7755616903305,Convenience Store
DBHQ,39.547387409638546,-119.77437586746986,Wells Fargo,39.54520196783695,-119.77170735597609,Bank
DBHQ,39.547387409638546,-119.77437586746986,Family Dollar,39.544183,-119.773422,Discount Store
DBHQ,39.547387409638546,-119.77437586746986,Walgreens,39.54493308678306,-119.77551206946372,Pharmacy
DBHQ,39.547387409638546,-119.77437586746986,Jack in the Box,39.545064424966476,-119.77510571479796,Fast Food Restaurant
DBHQ,39.547387409638546,-119.77437586746986,Easter Seals thrift,39.546822,-119.77386,Thrift / Vintage Store
DBHQ,39.547387409638546,-119.77437586746986,HK Market,39.547642,-119.771939,Grocery Store
DBHQ,39.547387409638546,-119.77437586746986,Cavalry Thrift Store,39.54620207961042,-119.77739978125206,Thrift / Vintage Store
DBHQ,39.547387409638546,-119.77437586746986,Carniceria Samber,39.546055,-119.777553,Food
DBHQ,39.547387409638546,-119.77437586746986,Top Of China Buffet,39.546495,-119.770648,Chinese Restaurant
DBHQ,39.547387409638546,-119.77437586746986,Manila Hongkong Store & Kitchen,39.546256214098,-119.77835529290064,Asian Restaurant
DBHQ,39.547387409638546,-119.77437586746986,Jimboy's Tacos - Sullivan Ln - Sparks,39.544769,-119.771158,New American Restaurant
DBIC,39.55072114772727,-119.78184072727268,WinCo Foods,39.55375645769611,-119.78396949810995,Supermarket
DBIC,39.55072114772727,-119.78184072727268,Baskin-Robbins,39.554087324907925,-119.782673488475,Ice Cream Shop
DBIC,39.55072114772727,-119.78184072727268,Subway,39.554085930800994,-119.78271730905522,Sandwich Place
DBIC,39.55072114772727,-119.78184072727268,Ross Dress for Less,39.55267271079699,-119.78501766956471,Clothing Store
DBIC,39.55072114772727,-119.78184072727268,Supercuts,39.554408,-119.782647,Salon / Barbershop
DBIC,39.55072114772727,-119.78184072727268,GNC,39.554408,-119.782647,Supplement Shop
DBIC,39.55072114772727,-119.78184072727268,Dollar Tree,39.547086772465285,-119.78149654012844,Discount Store
DBIC,39.55072114772727,-119.78184072727268,Sally Beauty,39.55422033773194,-119.78273133938505,Cosmetics Shop
DBIC,39.55072114772727,-119.78184072727268,Sak' N Save Food Store,39.547215,-119.783932,Convenience Store
DBIC,39.55072114772727,-119.78184072727268,Party City,39.553778539986155,-119.78301831760434,Miscellaneous Shop
DBIC,39.55072114772727,-119.78184072727268,Goodwill,39.546979764747455,-119.78099489966908,Thrift / Vintage Store
DBIC,39.55072114772727,-119.78184072727268,Sakana Sushi,39.5546625443539,-119.78268610963406,Sushi Restaurant
DBIC,39.55072114772727,-119.78184072727268,Pet Supermarket,39.553598,-119.784902,Pet Store
DBIC,39.55072114772727,-119.78184072727268,Sak N Save Slot Machines,39.546733854343465,-119.78375502926092,Casino
DBIC,39.55072114772727,-119.78184072727268,Rocksport,39.546776552180525,-119.78435925443745,Gym
DBJM,39.54791232258065,-119.78198054838708,The Wok,39.546317,-119.783104,Chinese Restaurant
DBJM,39.54791232258065,-119.78198054838708,El Paisano Taqueria & Pupuseria,39.546620682301885,-119.78446821018257,Mexican Restaurant
DBJM,39.54791232258065,-119.78198054838708,Carl's Jr.,39.545906753805816,-119.783191739892,Fast Food Restaurant
DBJM,39.54791232258065,-119.78198054838708,Subway,39.546557635130256,-119.78463880375908,Sandwich Place
DBJM,39.54791232258065,-119.78198054838708,Savers,39.54642472839245,-119.77800586572829,Thrift / Vintage Store
DBJM,39.54791232258065,-119.78198054838708,Dollar Tree,39.547086772465285,-119.78149654012844,Discount Store
DBJM,39.54791232258065,-119.78198054838708,Les Schwab Tire Center,39.5460641,-119.78220483,Automotive Shop
DBJM,39.54791232258065,-119.78198054838708,KFC,39.54584483902459,-119.78361022700102,Fried Chicken Joint
DBJM,39.54791232258065,-119.78198054838708,Sak' N Save Food Store,39.547215,-119.783932,Convenience Store
DBJM,39.54791232258065,-119.78198054838708,CVS pharmacy,39.54608902035279,-119.77675567757571,Pharmacy
DBJM,39.54791232258065,-119.78198054838708,U-Haul Neighborhood Dealer,39.544945031333015,-119.78226799905643,Storage Facility
DBJM,39.54791232258065,-119.78198054838708,7-Eleven,39.5443787748612,-119.782566279173,Convenience Store
DBJM,39.54791232258065,-119.78198054838708,Goodwill,39.546979764747455,-119.78099489966908,Thrift / Vintage Store
DBJM,39.54791232258065,-119.78198054838708,McDonald's,39.54575331631492,-119.78111118078232,Fast Food Restaurant
DBJM,39.54791232258065,-119.78198054838708,Sak N Save Slot Machines,39.546733854343465,-119.78375502926092,Casino
DBJM,39.54791232258065,-119.78198054838708,Rocksport,39.546776552180525,-119.78435925443745,Gym
DBJM,39.54791232258065,-119.78198054838708,Taquiera Los Tres Toritos,39.5458374,-119.78409168,Mexican Restaurant
DBJM,39.54791232258065,-119.78198054838708,Bizzare Guns and Guitar,39.544987,-119.780925,Hobby Shop
DBJM,39.54791232258065,-119.78198054838708,"Starsound Audio, Inc.",39.544987,-119.780925,Music Store
DBJM,39.54791232258065,-119.78198054838708,Manila Hongkong Store & Kitchen,39.546256214098,-119.77835529290064,Asian Restaurant
DBJM,39.54791232258065,-119.78198054838708,Carniceria Samber,39.546055,-119.777553,Food
DBJM,39.54791232258065,-119.78198054838708,Tegila's Paradise Park,39.54383805814468,-119.78027760416306,Lake
DBLA,39.55221921568626,-119.77928465686264,Baskin-Robbins,39.554087324907925,-119.782673488475,Ice Cream Shop
DBLA,39.55221921568626,-119.77928465686264,CVS pharmacy,39.55630915025786,-119.7815348018935,Pharmacy
DBLA,39.55221921568626,-119.77928465686264,WinCo Foods,39.55375645769611,-119.78396949810995,Supermarket
DBLA,39.55221921568626,-119.77928465686264,Subway,39.554085930800994,-119.78271730905522,Sandwich Place
DBLA,39.55221921568626,-119.77928465686264,Supercuts,39.554408,-119.782647,Salon / Barbershop
DBLA,39.55221921568626,-119.77928465686264,GNC,39.554408,-119.782647,Supplement Shop
DBLA,39.55221921568626,-119.77928465686264,Ross Dress for Less,39.55267271079699,-119.78501766956471,Clothing Store
DBLA,39.55221921568626,-119.77928465686264,U-Swirl Frozen Yogurt,39.55579128751164,-119.78172611961772,Frozen Yogurt Shop
DBLA,39.55221921568626,-119.77928465686264,Sally Beauty,39.55422033773194,-119.78273133938505,Cosmetics Shop
DBLA,39.55221921568626,-119.77928465686264,Little Caesars Pizza,39.555511991622794,-119.78115915346596,Pizza Place
DBLA,39.55221921568626,-119.77928465686264,Anytime Fitness,39.55516,-119.7828,Gym / Fitness Center
DBLA,39.55221921568626,-119.77928465686264,Party City,39.553778539986155,-119.78301831760434,Miscellaneous Shop
DBLA,39.55221921568626,-119.77928465686264,Sakana Sushi,39.5546625443539,-119.78268610963406,Sushi Restaurant
DBLA,39.55221921568626,-119.77928465686264,Nv Nails,39.55557483543361,-119.78109740530451,Spa
DBMB,39.551052375,-119.7796499375,WinCo Foods,39.55375645769611,-119.78396949810995,Supermarket
DBMB,39.551052375,-119.7796499375,Baskin-Robbins,39.554087324907925,-119.782673488475,Ice Cream Shop
DBMB,39.551052375,-119.7796499375,Subway,39.554085930800994,-119.78271730905522,Sandwich Place
DBMB,39.551052375,-119.7796499375,Supercuts,39.554408,-119.782647,Salon / Barbershop
DBMB,39.551052375,-119.7796499375,Ross Dress for Less,39.55267271079699,-119.78501766956471,Clothing Store
DBMB,39.551052375,-119.7796499375,GNC,39.554408,-119.782647,Supplement Shop
DBMB,39.551052375,-119.7796499375,Dollar Tree,39.547086772465285,-119.78149654012844,Discount Store
DBMB,39.551052375,-119.7796499375,Sally Beauty,39.55422033773194,-119.78273133938505,Cosmetics Shop
DBMB,39.551052375,-119.7796499375,7-Eleven,39.547873141103395,-119.7755616903305,Convenience Store
DBMB,39.551052375,-119.7796499375,Party City,39.553778539986155,-119.78301831760434,Miscellaneous Shop
DBMB,39.551052375,-119.7796499375,Goodwill,39.546979764747455,-119.78099489966908,Thrift / Vintage Store
DBMB,39.551052375,-119.7796499375,Sakana Sushi,39.5546625443539,-119.78268610963406,Sushi Restaurant
DBNA,39.544234481481475,-119.76850907407407,Boulevard Pizza,39.542832007563966,-119.7643359551585,Bar
DBNA,39.544234481481475,-119.76850907407407,Hana Garden,39.547479899107365,-119.77168915339978,Korean Restaurant
DBNA,39.544234481481475,-119.76850907407407,Yim's Asian Market,39.543627,-119.762834,Food & Drink Shop
DBNA,39.544234481481475,-119.76850907407407,Grocery Outlet,39.54639202327608,-119.77083715629604,Grocery Store
DBNA,39.544234481481475,-119.76850907407407,Macho Tequila's,39.547642,-119.771939,Mexican Restaurant
DBNA,39.544234481481475,-119.76850907407407,Wells Fargo,39.54520196783695,-119.77170735597609,Bank
DBNA,39.544234481481475,-119.76850907407407,Family Dollar,39.544183,-119.773422,Discount Store
DBNA,39.544234481481475,-119.76850907407407,Top Of China Buffet,39.546495,-119.770648,Chinese Restaurant
DBNA,39.544234481481475,-119.76850907407407,The Book Gallery,39.543661,-119.764496,Bookstore
DBNA,39.544234481481475,-119.76850907407407,Port of Subs(North Rock),39.543661,-119.764496,Sandwich Place
DBNA,39.544234481481475,-119.76850907407407,Nugget Best in the West Rib Cook-Off,39.542522999999996,-119.763451,BBQ Joint
DBNA,39.544234481481475,-119.76850907407407,HK Market,39.547642,-119.771939,Grocery Store
DBOA,39.55109272413794,-119.77835517241378,Baskin-Robbins,39.554087324907925,-119.782673488475,Ice Cream Shop
DBOA,39.55109272413794,-119.77835517241378,7-Eleven,39.547873141103395,-119.7755616903305,Convenience Store
DBOA,39.55109272413794,-119.77835517241378,Party City,39.553778539986155,-119.78301831760434,Miscellaneous Shop
DBPA,39.54276106666666,-119.76274301666665,Boulevard Pizza,39.542832007563966,-119.7643359551585,Bar
DBPA,39.54276106666666,-119.76274301666665,Yim's Asian Market,39.543627,-119.762834,Food & Drink Shop
DBPA,39.54276106666666,-119.76274301666665,Scoopers,39.53896561617347,-119.76072120690651,American Restaurant
DBPA,39.54276106666666,-119.76274301666665,7-Eleven,39.53903181892979,-119.76180179985901,Convenience Store
DBPA,39.54276106666666,-119.76274301666665,The Book Gallery,39.543661,-119.764496,Bookstore
DBPA,39.54276106666666,-119.76274301666665,775 vapes sparks,39.54468,-119.763661,Electronics Store
DBPA,39.54276106666666,-119.76274301666665,M&M's Fish & Chicken Express,39.53857127075028,-119.76230295845949,Southern / Soul Food Restaurant
DBPA,39.54276106666666,-119.76274301666665,Ardmore Park,39.544125,-119.757488,Park
DBVV,39.549553117647044,-119.7794752352941,The Wok,39.546317,-119.783104,Chinese Restaurant
DBVV,39.549553117647044,-119.7794752352941,Savers,39.54642472839245,-119.77800586572829,Thrift / Vintage Store
DBVV,39.549553117647044,-119.7794752352941,Dollar Tree,39.547086772465285,-119.78149654012844,Discount Store
DBVV,39.549553117647044,-119.7794752352941,CVS pharmacy,39.54608902035279,-119.77675567757571,Pharmacy
DBVV,39.549553117647044,-119.7794752352941,Les Schwab Tire Center,39.5460641,-119.78220483,Automotive Shop
DBVV,39.549553117647044,-119.7794752352941,7-Eleven,39.547873141103395,-119.7755616903305,Convenience Store
DBVV,39.549553117647044,-119.7794752352941,Sak' N Save Food Store,39.547215,-119.783932,Convenience Store
DBVV,39.549553117647044,-119.7794752352941,Goodwill,39.546979764747455,-119.78099489966908,Thrift / Vintage Store
DBVV,39.549553117647044,-119.7794752352941,McDonald's,39.54575331631492,-119.78111118078232,Fast Food Restaurant
DBVV,39.549553117647044,-119.7794752352941,Manila Hongkong Store & Kitchen,39.546256214098,-119.77835529290064,Asian Restaurant
DBVV,39.549553117647044,-119.7794752352941,Carniceria Samber,39.546055,-119.777553,Food
DBVV,39.549553117647044,-119.7794752352941,Sak N Save Slot Machines,39.546733854343465,-119.78375502926092,Casino
DBYY,39.544946,-119.780402,Sparks Coffee Shop,39.5458111742583,-119.77575536930998,Breakfast Spot
DBYY,39.544946,-119.780402,The Wok,39.546317,-119.783104,Chinese Restaurant
DBYY,39.544946,-119.780402,El Paisano Taqueria & Pupuseria,39.546620682301885,-119.78446821018257,Mexican Restaurant
DBYY,39.544946,-119.780402,Savers,39.54642472839245,-119.77800586572829,Thrift / Vintage Store
DBYY,39.544946,-119.780402,Carl's Jr.,39.545906753805816,-119.783191739892,Fast Food Restaurant
DBYY,39.544946,-119.780402,Subway,39.546557635130256,-119.78463880375908,Sandwich Place
DBYY,39.544946,-119.780402,Les Schwab Tire Center,39.5460641,-119.78220483,Automotive Shop
DBYY,39.544946,-119.780402,CVS pharmacy,39.54608902035279,-119.77675567757571,Pharmacy
DBYY,39.544946,-119.780402,Dollar Tree,39.547086772465285,-119.78149654012844,Discount Store
DBYY,39.544946,-119.780402,U-Haul Neighborhood Dealer,39.544945031333015,-119.78226799905643,Storage Facility
DBYY,39.544946,-119.780402,7-Eleven,39.5443787748612,-119.782566279173,Convenience Store
DBYY,39.544946,-119.780402,KFC,39.54584483902459,-119.78361022700102,Fried Chicken Joint
DBYY,39.544946,-119.780402,McDonald's,39.54575331631492,-119.78111118078232,Fast Food Restaurant
DBYY,39.544946,-119.780402,Sak' N Save Food Store,39.547215,-119.783932,Convenience Store
DBYY,39.544946,-119.780402,Goodwill,39.546979764747455,-119.78099489966908,Thrift / Vintage Store
DBYY,39.544946,-119.780402,Walgreens,39.54493308678306,-119.77551206946372,Pharmacy
DBYY,39.544946,-119.780402,Jack in the Box,39.545064424966476,-119.77510571479796,Fast Food Restaurant
DBYY,39.544946,-119.780402,Bizzare Guns and Guitar,39.544987,-119.780925,Hobby Shop
DBYY,39.544946,-119.780402,"Starsound Audio, Inc.",39.544987,-119.780925,Music Store
DBYY,39.544946,-119.780402,Tegila's Paradise Park,39.54383805814468,-119.78027760416306,Lake
DBYY,39.544946,-119.780402,Manila Hongkong Store & Kitchen,39.546256214098,-119.77835529290064,Asian Restaurant
DBYY,39.544946,-119.780402,Goodwill Bargain Bin,39.546718436017386,-119.78247126811598,Thrift / Vintage Store
DBYY,39.544946,-119.780402,Carniceria Samber,39.546055,-119.777553,Food
DBYY,39.544946,-119.780402,Cavalry Thrift Store,39.54620207961042,-119.77739978125206,Thrift / Vintage Store
DBYY,39.544946,-119.780402,Taquiera Los Tres Toritos,39.5458374,-119.78409168,Mexican Restaurant
DBYY,39.544946,-119.780402,Sak N Save Slot Machines,39.546733854343465,-119.78375502926092,Casino
DBYY,39.544946,-119.780402,Rocksport,39.546776552180525,-119.78435925443745,Gym
DCAD,39.58796590666667,-119.74423565333332,Tha Joint,39.584528574352795,-119.74137735880024,Sushi Restaurant
DCAD,39.58796590666667,-119.74423565333332,KFC,39.58449018093447,-119.74204651640702,Fried Chicken Joint
DCAD,39.58796590666667,-119.74423565333332,McDonald's,39.58429651930852,-119.74629342556001,Fast Food Restaurant
DCAD,39.58796590666667,-119.74423565333332,TM Eyecare,39.584341200000004,-119.7463298,Doctor's Office
DCAD,39.58796590666667,-119.74423565333332,Grampys,39.584374,-119.741452,Bar
DCAD,39.58796590666667,-119.74423565333332,Walmart,39.58444249183295,-119.74606246950162,Big Box Store
DCCH,39.58478842857143,-119.74338657142857,Starbucks,39.58400529,-119.740447,Coffee Shop
DCCH,39.58478842857143,-119.74338657142857,Yogurt Beach,39.58288238250622,-119.74106961081398,Ice Cream Shop
DCCH,39.58478842857143,-119.74338657142857,Tha Joint,39.584528574352795,-119.74137735880024,Sushi Restaurant
DCCH,39.58478842857143,-119.74338657142857,Cost Plus World Market,39.5809090585463,-119.741255542327,Furniture / Home Store
DCCH,39.58478842857143,-119.74338657142857,The Blind Onion,39.583098108134955,-119.7400516102535,Pizza Place
DCCH,39.58478842857143,-119.74338657142857,Noodle Cafe,39.582446398870495,-119.7411784529686,Asian Restaurant
DCCH,39.58478842857143,-119.74338657142857,C J Palace,39.58180840594257,-119.74282264709473,Chinese Restaurant
DCCH,39.58478842857143,-119.74338657142857,Ross Dress for Less,39.58179126,-119.7400845,Clothing Store
DCCH,39.58478842857143,-119.74338657142857,Jalapenos,39.58293517081837,-119.73996107957888,Mexican Restaurant
DCCH,39.58478842857143,-119.74338657142857,SONIC Drive In,39.583857325706795,-119.738930095027,Fast Food Restaurant
DCCH,39.58478842857143,-119.74338657142857,Verizon,39.58275215223926,-119.74051112268455,Mobile Phone Shop
DCCH,39.58478842857143,-119.74338657142857,Togo's Sandwiches,39.581939593915855,-119.74221319427727,Sandwich Place
DCCH,39.58478842857143,-119.74338657142857,Old Navy,39.581322163949,-119.74043285152813,Clothing Store
DCCH,39.58478842857143,-119.74338657142857,Walgreens,39.58429238501625,-119.7400599718094,Pharmacy
DCCH,39.58478842857143,-119.74338657142857,Del Taco,39.5837695792508,-119.741050140566,Fast Food Restaurant
DCCH,39.58478842857143,-119.74338657142857,Bed Bath & Beyond,39.580955930729104,-119.740821719169,Furniture / Home Store
DCCH,39.58478842857143,-119.74338657142857,Subway,39.583472,-119.739215,Sandwich Place
DCCH,39.58478842857143,-119.74338657142857,AT&T,39.583213,-119.73816,Mobile Phone Shop
DCCH,39.58478842857143,-119.74338657142857,Maurices,39.5821011,-119.7396283,Women's Store
DCCH,39.58478842857143,-119.74338657142857,Ulta Beauty,39.5812038060809,-119.7417688018291,Cosmetics Shop
DCCH,39.58478842857143,-119.74338657142857,Campo,39.58140778692672,-119.74259662289973,Italian Restaurant
DCCH,39.58478842857143,-119.74338657142857,Rue 21,39.581925,-119.739446,Clothing Store
DCCH,39.58478842857143,-119.74338657142857,KFC,39.58449018093447,-119.74204651640702,Fried Chicken Joint
DCCH,39.58478842857143,-119.74338657142857,Famous Footwear,39.581519,-119.739614,Shoe Store
DCCH,39.58478842857143,-119.74338657142857,FedEx Office Print & Ship Center,39.583871,-119.740305,Shipping Store
DCCH,39.58478842857143,-119.74338657142857,Fed Ex,39.583749,-119.74044099999999,Shipping Store
DCCH,39.58478842857143,-119.74338657142857,Dollar Tree,39.58285550707977,-119.73819003801736,Discount Store
DCCH,39.58478842857143,-119.74338657142857,McDonald's,39.58429651930852,-119.74629342556001,Fast Food Restaurant
DCCH,39.58478842857143,-119.74338657142857,Panda Express,39.58355278840096,-119.73959267799972,Chinese Restaurant
DCCH,39.58478842857143,-119.74338657142857,CJ Palace,39.58324433396613,-119.74254906177521,Restaurant
DCCH,39.58478842857143,-119.74338657142857,Grampys,39.584374,-119.741452,Bar
DCCH,39.58478842857143,-119.74338657142857,TM Eyecare,39.584341200000004,-119.7463298,Doctor's Office
DCCH,39.58478842857143,-119.74338657142857,Fuji Japanese Seafood Buffet,39.58246,-119.74462199999999,Asian Restaurant
DCCH,39.58478842857143,-119.74338657142857,Water Springs,39.582388,-119.744524,American Restaurant
DCCH,39.58478842857143,-119.74338657142857,Fuji Japanese Seafood,39.582261,-119.744541,Chinese Restaurant
DCCH,39.58478842857143,-119.74338657142857,Walmart,39.58444249183295,-119.74606246950162,Big Box Store
DCCH,39.58478842857143,-119.74338657142857,The Lunch Box,39.58187,-119.74226599999999,Sandwich Place
DDBK,39.55144567187501,-119.762303609375,Pauls Market,39.551349,-119.763263,Grocery Store
DDBK,39.55144567187501,-119.762303609375,simo Charkani,39.552451021994656,-119.7620165348053,Furniture / Home Store
DDBK,39.55144567187501,-119.762303609375,Cal Neva Sportsbook,39.55146191016786,-119.75882964120954,Casino
DDDQ,39.551682383333336,-119.75170750000004,Sawasdee Thai Restaurant,39.555425219182524,-119.75356315426441,Thai Restaurant
DDDQ,39.551682383333336,-119.75170750000004,Starbucks,39.55526054827993,-119.75296064738998,Coffee Shop
DDDQ,39.551682383333336,-119.75170750000004,SK Noodle,39.55537217359023,-119.7549497142642,Vietnamese Restaurant
DDDQ,39.551682383333336,-119.75170750000004,Yellow Submarine,39.5501022859335,-119.75416424100264,Sandwich Place
DDDQ,39.551682383333336,-119.75170750000004,Wells Fargo,39.5512825380761,-119.75299894809723,Bank
DDDQ,39.551682383333336,-119.75170750000004,Raley’s,39.55539038134511,-119.75402924787831,Grocery Store
DDDQ,39.551682383333336,-119.75170750000004,Papa Murphy's,39.555479999999996,-119.754751,Pizza Place
DDDQ,39.551682383333336,-119.75170750000004,Subway,39.54766229681188,-119.75186973311995,Sandwich Place
DDDQ,39.551682383333336,-119.75170750000004,Little Philadelphia,39.550437,-119.75288,Sandwich Place
DDDQ,39.551682383333336,-119.75170750000004,Scolari's Food & Drug Co,39.54988013324683,-119.7544429169631,Grocery Store
DDDQ,39.551682383333336,-119.75170750000004,Smoke Shop,39.54876141,-119.75210024,Smoke Shop
DDDQ,39.551682383333336,-119.75170750000004,Redbox,39.549493,-119.754827,Video Store
DDDQ,39.551682383333336,-119.75170750000004,Hawaiian Time,39.555365,-119.753456,Hawaiian Restaurant
DDDQ,39.551682383333336,-119.75170750000004,Shine Salon and Spa,39.555136,-119.754228,Spa
DDDQ,39.551682383333336,-119.75170750000004,Costa Vida,39.5552419,-119.75469540000002,Mexican Restaurant
DDDQ,39.551682383333336,-119.75170750000004,El Taconazo,39.547234,-119.75091100000002,Mexican Restaurant
DDEC,39.55040590272374,-119.763737807393,Pauls Market,39.551349,-119.763263,Grocery Store
DDEC,39.55040590272374,-119.763737807393,simo Charkani,39.552451021994656,-119.7620165348053,Furniture / Home Store
DDEC,39.55040590272374,-119.763737807393,Cal Neva Sportsbook,39.55146191016786,-119.75882964120954,Casino
DDFF,39.56129647572815,-119.75853133009704,BANANAS,39.559848392684046,-119.75860507858677,Scenic Lookout
DDFF,39.56129647572815,-119.75853133009704,"Northern Nevada Low Voltage, LLC",39.5628,-119.75596999999999,Electronics Store
DDGC,39.55952760571429,-119.75540622857142,Sawasdee Thai Restaurant,39.555425219182524,-119.75356315426441,Thai Restaurant
DDGC,39.55952760571429,-119.75540622857142,SK Noodle,39.55537217359023,-119.7549497142642,Vietnamese Restaurant
DDGC,39.55952760571429,-119.75540622857142,Bully's Sports Bar and Grill,39.55540917573217,-119.75518298201132,Sports Bar
DDGC,39.55952760571429,-119.75540622857142,Raley’s,39.55539038134511,-119.75402924787831,Grocery Store
DDGC,39.55952760571429,-119.75540622857142,Papa Murphy's,39.555479999999996,-119.754751,Pizza Place
DDGC,39.55952760571429,-119.75540622857142,Moana Nursery,39.560203,-119.752835,Garden Center
DDGC,39.55952760571429,-119.75540622857142,G & G Nursery,39.560248616459035,-119.75226577692793,Flower Shop
DDGC,39.55952760571429,-119.75540622857142,McDonald's,39.55607629905528,-119.7547222673893,Fast Food Restaurant
DDGC,39.55952760571429,-119.75540622857142,"Northern Nevada Low Voltage, LLC",39.5628,-119.75596999999999,Electronics Store
DDGC,39.55952760571429,-119.75540622857142,Costa Vida,39.5552419,-119.75469540000002,Mexican Restaurant
DDGC,39.55952760571429,-119.75540622857142,Hawaiian Time,39.555365,-119.753456,Hawaiian Restaurant
DDGC,39.55952760571429,-119.75540622857142,Shine Salon and Spa,39.555136,-119.754228,Spa
DDIA,39.552076333333346,-119.764507131579,Pauls Market,39.551349,-119.763263,Grocery Store
DDIA,39.552076333333346,-119.764507131579,simo Charkani,39.552451021994656,-119.7620165348053,Furniture / Home Store
DDIA,39.552076333333346,-119.764507131579,Cal Neva Sportsbook,39.55146191016786,-119.75882964120954,Casino
DDJA,39.55035016279071,-119.75512881395348,Donut Bistro,39.546990143423685,-119.75253783289415,Donut Shop
DDJA,39.55035016279071,-119.75512881395348,Yellow Submarine,39.5501022859335,-119.75416424100264,Sandwich Place
DDJA,39.55035016279071,-119.75512881395348,Wells Fargo,39.5512825380761,-119.75299894809723,Bank
DDJA,39.55035016279071,-119.75512881395348,Subway,39.54766229681188,-119.75186973311995,Sandwich Place
DDJA,39.55035016279071,-119.75512881395348,Mecca Lounge,39.550176,-119.754038,Bar
DDJA,39.55035016279071,-119.75512881395348,Momiji,39.55005490451894,-119.75387658498613,Japanese Restaurant
DDJA,39.55035016279071,-119.75512881395348,Scolari's Food & Drug Co,39.54988013324683,-119.7544429169631,Grocery Store
DDJA,39.55035016279071,-119.75512881395348,Redbox,39.549493,-119.754827,Video Store
DDJA,39.55035016279071,-119.75512881395348,Little Philadelphia,39.550437,-119.75288,Sandwich Place
DDJA,39.55035016279071,-119.75512881395348,Philadelphia Cheese Steak Co.,39.55045647851737,-119.75284823591328,American Restaurant
DDJA,39.55035016279071,-119.75512881395348,Burgess Skate Park,39.54843428314529,-119.7535607552528,Skate Park
DDJA,39.55035016279071,-119.75512881395348,Smoke Shop,39.54876141,-119.75210024,Smoke Shop
DDJA,39.55035016279071,-119.75512881395348,NightHawk Services,39.54715649495419,-119.75567579269409,Business Service
DDJA,39.55035016279071,-119.75512881395348,Greenbrae Fitness,39.54842488608204,-119.75173638527029,Gym
DDJA,39.55035016279071,-119.75512881395348,Sew Fine Alterations By Colleen,39.547175,-119.757712,Tailor Shop
DDJA,39.55035016279071,-119.75512881395348,El Rincon Restaurant,39.54744,-119.75175700000001,South American Restaurant
DDJA,39.55035016279071,-119.75512881395348,JB Liquor,39.54827070236206,-119.7501665353775,Liquor Store
DDKC,39.54959025033655,-119.75922833916552,Yellow Submarine,39.5501022859335,-119.75416424100264,Sandwich Place
DDKC,39.54959025033655,-119.75922833916552,Pauls Market,39.551349,-119.763263,Grocery Store
DDKC,39.54959025033655,-119.75922833916552,simo Charkani,39.552451021994656,-119.7620165348053,Furniture / Home Store
DDKC,39.54959025033655,-119.75922833916552,Scolari's Food & Drug Co,39.54988013324683,-119.7544429169631,Grocery Store
